pH,Latitude,Longitude,Location,Depth_m,Altitude_m,Salinity_PSU,Temperature_C,Oxygen_mg_L,Turbidity_NTU,Nitrate_mg_L,Chlorophyll_ug_L
7.62,-45.3736,162.0586,Coral Sea,154.3,2155.4,31.44,5.67,1.49,6.24,30.15,2.49
7.54,-52.9987,17.87,Southern Ocean,7756.8,18.0,31.11,9.49,3.77,16.68,10.4,2.61
7.54,-73.5685,-17.8515,Gulf of Mexico,8691.7,2033.0,39.33,10.78,9.71,38.93,33.69,9.65
8.45,-21.8986,44.703,Arabian Sea,10695.4,1269.2,37.38,23.26,2.83,58.67,19.05,8.25
7.54,39.5336,143.9859,Southern Ocean,7430.6,634.5,31.23,16.37,4.23,15.38,6.57,4.83
8.1,14.3411,-11.7493,Norwegian Sea,5807.9,485.3,38.88,33.26,6.76,41.8,1.42,6.78
7.56,-87.2827,50.5559,Southern Ocean,5803.4,1685.2,32.58,28.51,6.76,12.1,35.05,5.99
8.21,60.1652,-97.3432,Coral Sea,3592.3,845.9,33.84,24.85,6.99,26.96,17.56,4.24
7.99,-18.0171,18.4486,Norwegian Sea,5202.4,1131.8,36.42,34.5,5.97,72.06,15.23,2.59
7.71,36.4749,-131.3997,Gulf of Mexico,452.8,393.1,36.48,25.63,6.97,80.26,19.92,4.85
8.1,47.4672,-173.8595,Norwegian Sea,10655.6,871.0,35.09,2.24,7.66,91.07,14.55,1.38
7.83,-4.22,27.2497,Indian Ocean,1011.9,1159.7,31.33,16.79,3.42,59.08,8.63,7.66
7.65,52.626,70.9646,Baltic Sea,1795.2,1003.3,33.07,5.33,3.95,71.92,44.02,5.51
8.24,19.7474,-96.1705,Caribbean Sea,5623.6,242.1,34.81,-0.08,1.38,81.64,41.55,1.36
7.88,53.3546,-107.7166,South Pacific Ocean,4729.9,40.3,39.14,34.8,1.26,15.37,11.65,9.17
7.97,32.958,66.2195,Southern Ocean,9603.1,2890.3,33.52,31.84,9.0,78.26,3.66,3.81
7.54,-60.5352,41.3321,North Pacific Ocean,3360.3,10.9,37.98,21.04,8.27,68.63,42.0,6.19
8.06,-46.6516,115.7769,Bay of Bengal,7912.0,6.8,30.09,22.75,4.88,53.62,31.37,7.82
8.01,-13.5497,-82.675,Red Sea,4655.8,2751.8,33.16,8.68,3.97,25.89,13.79,4.4
8.25,-21.7727,72.6808,South Atlantic Ocean,4202.1,853.7,32.51,0.56,1.29,75.09,7.65,8.29
7.98,-34.0658,-111.5891,Bay of Bengal,2313.4,-344.5,38.6,27.74,2.3,37.7,11.11,9.99
8.34,-6.6545,-90.6734,North Pacific Ocean,8949.6,987.3,32.03,19.18,3.18,28.16,37.85,8.58
7.85,3.8197,2.0085,South Atlantic Ocean,2169.3,1987.7,38.97,15.1,6.55,2.33,10.07,9.71
8.25,73.8078,120.1236,South Atlantic Ocean,108.0,1627.9,35.26,22.84,3.86,89.88,37.98,2.79
7.74,-35.9928,-74.6932,Gulf of Mexico,9133.7,1584.7,38.23,16.23,8.86,37.29,13.21,5.16
8.36,-80.1084,-109.4509,Caribbean Sea,2327.0,2992.5,33.48,12.81,1.08,31.6,27.32,7.03
7.85,-33.6192,42.8389,North Atlantic Ocean,1656.3,997.5,33.12,24.65,8.93,0.67,12.82,9.91
8.24,38.9141,-56.3209,South Pacific Ocean,2186.5,194.0,31.16,17.71,1.47,42.5,40.77,5.36
8.3,-21.2849,-35.039,Red Sea,10319.6,912.2,36.31,4.34,5.64,59.29,49.42,7.46
7.66,-55.0602,32.606,Indian Ocean,7389.0,2120.1,31.57,24.18,8.23,84.96,44.92,7.98
8.3,-20.2685,-147.282,South Atlantic Ocean,7595.4,1456.0,36.51,12.04,7.39,11.83,44.87,2.17
7.79,39.5964,-68.4178,Coral Sea,1677.4,1216.6,30.67,26.56,9.6,79.84,22.24,0.5
8.1,-73.1529,29.7227,Caribbean Sea,6756.9,925.3,31.46,34.14,4.99,54.79,36.84,4.08
8.02,35.2125,-130.3282,Indian Ocean,9478.4,2905.1,39.59,16.71,6.93,73.22,19.15,5.33
8.09,-65.5846,15.8748,Norwegian Sea,7481.2,1822.0,37.37,25.46,5.26,60.18,40.16,0.93
8.29,86.3833,78.3859,Coral Sea,845.6,2078.6,31.13,17.95,6.62,90.9,0.4,0.65
8.33,-10.0422,0.1596,Indian Ocean,4764.4,1316.2,33.89,33.94,1.57,44.78,4.56,9.46
7.75,-19.5041,1.5634,Southern Ocean,7826.1,1403.2,31.37,18.91,7.58,53.51,0.7,5.51
7.69,15.3421,-124.4788,Norwegian Sea,1021.6,527.0,34.83,13.92,7.69,69.49,38.92,1.04
7.58,-64.0097,-169.2546,Indian Ocean,3957.2,271.6,39.37,11.07,5.31,48.96,32.15,4.0
8.21,-30.1272,-154.0956,Arabian Sea,7845.0,2073.9,33.3,5.63,3.31,65.01,23.42,3.87
7.98,12.9358,3.3948,Indian Ocean,9210.5,-294.8,37.67,11.47,2.04,1.79,45.32,3.04
7.65,-77.5691,-18.4245,Gulf of Mexico,7016.0,2903.3,31.19,20.32,6.2,60.16,45.08,6.93
7.98,-43.8036,112.6342,Caribbean Sea,9218.1,2566.2,33.43,0.0,7.81,29.15,45.17,2.92
8.48,-0.4758,-44.132,North Atlantic Ocean,7197.5,2293.6,32.9,15.19,4.53,83.28,14.25,8.57
8.06,31.2323,155.6142,Gulf of Mexico,10253.6,1828.9,31.87,9.41,9.86,22.98,37.61,9.14
8.37,-33.8828,-58.886,Indian Ocean,149.6,1780.3,32.85,32.66,2.27,72.29,3.09,8.56
7.59,22.5314,20.2285,North Atlantic Ocean,3844.8,2104.9,37.89,22.95,3.7,88.16,38.3,6.19
8.4,-44.7579,61.9779,Gulf of Mexico,709.9,2703.0,35.55,23.66,4.33,11.65,35.58,7.08
8.06,-11.7826,96.7312,Baltic Sea,4174.9,1313.5,37.51,22.26,6.92,95.6,40.31,6.64
8.04,-13.97,55.28,North Pacific Ocean,2720.1,90.2,34.51,23.89,1.17,19.53,7.11,1.35
7.64,-83.5995,-134.7329,South Pacific Ocean,2704.5,-197.8,33.4,8.55,5.87,70.3,15.27,0.43
7.96,79.225,67.3416,Red Sea,3172.0,1346.3,38.08,22.1,6.83,84.86,11.43,9.76
7.98,45.635,-179.6566,Bering Sea,3181.4,1779.3,36.91,15.11,7.62,1.64,22.35,7.17
7.64,15.6777,-59.0612,Indian Ocean,6393.1,2560.2,34.89,20.82,4.4,94.59,2.28,0.55
7.84,-31.7766,-7.7247,Norwegian Sea,7142.2,2667.7,38.17,14.84,9.08,37.49,3.82,7.45
8.38,58.5714,-31.5836,Bay of Bengal,2849.3,1979.3,30.96,27.2,2.89,55.69,47.31,4.94
7.53,36.8175,-85.2029,Coral Sea,1561.6,2678.1,31.58,11.69,6.16,75.4,49.8,7.42
8.02,-64.9797,129.1892,Coral Sea,4584.5,2697.8,37.07,29.5,5.33,38.27,7.78,1.31
8.28,11.5379,177.5179,South Pacific Ocean,3269.4,532.0,34.57,6.34,9.7,55.08,46.53,0.66
8.47,-42.5147,57.6121,Indian Ocean,10111.7,817.2,39.1,30.09,3.55,19.41,27.96,8.18
8.16,40.7193,-135.3376,Southern Ocean,8778.8,2411.7,37.16,16.18,4.48,17.74,29.07,5.48
7.54,-13.9614,-112.8614,North Pacific Ocean,9734.6,2956.6,30.03,12.18,7.28,96.43,40.56,0.33
8.22,-44.3321,-178.7092,Indian Ocean,1138.2,-39.4,38.08,14.0,7.26,28.86,25.25,2.95
8.23,75.2929,-47.8774,South Pacific Ocean,4212.2,2461.8,35.49,23.88,1.41,92.87,31.55,8.23
8.04,73.9329,115.2541,Caribbean Sea,9335.9,383.9,36.51,7.2,3.97,13.53,42.52,8.95
7.88,57.7636,-95.3848,Caribbean Sea,1927.3,1591.2,39.58,22.29,2.97,54.83,25.85,8.59
7.94,-72.7484,-34.5647,Bering Sea,8584.0,1216.1,39.46,18.91,9.27,5.36,40.65,6.58
8.45,45.9034,162.0579,Gulf of Mexico,9608.6,1855.2,33.84,-1.68,8.12,69.27,0.01,9.31
8.39,-75.4048,11.1753,Norwegian Sea,3013.1,2624.5,33.37,1.93,9.08,76.39,46.05,9.78
7.78,-71.183,158.3878,Caribbean Sea,10638.1,933.1,32.78,8.4,3.3,68.69,36.08,5.89
7.57,-60.7435,-162.0264,Red Sea,9200.9,2034.8,35.48,23.46,3.92,84.7,9.98,3.9
8.24,34.0476,62.63,Bering Sea,1851.2,1397.9,35.19,7.71,3.82,21.6,43.72,6.01
8.03,-20.8718,-132.8251,Gulf of Mexico,6313.9,1377.5,37.64,30.2,8.35,13.64,33.23,6.12
8.14,61.8443,-169.4423,Southern Ocean,2528.7,2612.6,35.79,3.8,9.96,52.64,14.4,6.22
8.44,44.2771,-84.7118,South Pacific Ocean,5082.5,2273.3,37.47,-1.84,1.78,12.27,31.42,2.19
8.44,48.1496,-173.0072,Caribbean Sea,5609.3,825.1,31.36,33.0,2.73,33.76,49.59,0.86
8.33,77.5586,-122.3184,Coral Sea,7381.7,1156.6,34.96,8.96,7.68,15.09,33.34,1.83
7.76,17.0088,-107.6494,Bering Sea,6764.4,-17.6,34.02,16.45,3.38,64.9,32.96,2.43
8.3,63.581,178.7986,South Atlantic Ocean,3901.3,-412.5,32.77,18.55,7.06,8.24,0.6,6.06
8.35,-43.8518,-158.6837,Indian Ocean,5851.9,963.8,37.89,12.03,3.43,19.55,30.34,5.45
7.5,75.2248,162.2495,Gulf of Mexico,859.1,1341.6,38.57,0.04,5.46,93.99,18.24,8.87
7.91,79.0804,-41.8889,South Atlantic Ocean,6157.0,1389.9,34.06,18.6,4.88,54.9,18.92,0.18
7.81,-19.7155,15.4065,South Atlantic Ocean,10748.6,2967.8,36.71,34.89,5.42,71.04,49.39,0.62
8.34,-29.9416,-167.9345,Caribbean Sea,6213.9,660.7,31.86,24.27,4.59,34.57,45.77,4.79
7.61,-36.303,-178.07,Arabian Sea,9569.3,1478.3,35.66,13.51,3.72,39.49,39.5,3.73
8.12,-3.4561,-91.9126,North Pacific Ocean,9563.5,1324.5,33.88,27.08,9.27,65.58,23.08,5.35
8.01,29.1571,67.3138,South Atlantic Ocean,10508.7,1509.5,35.99,30.2,1.79,13.54,14.31,7.9
8.43,1.2062,69.8483,Red Sea,755.2,2410.7,30.19,18.33,7.2,26.91,15.67,4.58
7.97,4.9627,30.7524,North Atlantic Ocean,7056.5,43.2,33.94,24.27,8.41,6.49,41.88,6.02
7.58,-79.0995,-13.2168,Bay of Bengal,10098.5,822.3,35.24,26.55,8.28,57.84,3.78,3.81
8.39,71.4794,-93.5154,Gulf of Mexico,8690.3,1427.0,39.74,7.31,9.61,31.24,1.87,6.5
8.1,-58.6052,121.4118,Southern Ocean,4925.6,-279.5,39.81,14.89,1.8,81.51,18.77,0.84
8.17,39.9602,26.354,Gulf of Mexico,2964.5,726.2,35.05,31.54,8.18,83.84,1.87,1.19
8.22,-35.4773,-56.2939,Bay of Bengal,3805.7,835.2,31.79,24.05,3.55,2.02,25.11,6.29
8.33,-5.3974,-126.6744,Gulf of Mexico,1347.8,14.9,33.04,14.36,6.19,11.21,48.85,6.22
8.24,-88.7208,57.3762,Arabian Sea,2310.8,2824.4,33.56,7.51,9.93,9.86,35.73,6.5
7.76,56.9434,-109.6254,North Atlantic Ocean,7845.4,649.8,32.25,2.67,2.49,30.41,12.38,0.46
8.46,82.9806,8.5383,Norwegian Sea,1909.3,1729.6,37.46,34.04,9.23,82.98,38.35,6.32
7.65,-67.7896,-23.4051,Coral Sea,9157.7,2689.5,30.55,34.84,8.8,65.95,14.58,9.74
7.91,-55.361,-107.8189,Red Sea,2797.1,1165.9,34.52,17.65,7.94,74.57,35.75,3.37
8.03,-76.9808,100.7319,Bay of Bengal,4483.1,-179.2,39.33,-1.92,9.44,0.34,20.03,0.15
7.55,-75.7946,-15.0435,Norwegian Sea,3296.2,1132.5,37.72,5.15,6.16,76.87,2.77,2.39
7.62,8.8676,-170.8699,Indian Ocean,3598.1,387.8,32.33,8.19,4.93,81.58,18.32,6.55
7.69,-60.5151,1.2417,North Atlantic Ocean,8925.5,1970.2,30.59,15.0,8.01,22.1,12.51,4.56
8.37,-50.1361,-105.6439,Caribbean Sea,7941.4,838.0,37.75,24.72,8.2,71.43,42.36,8.45
8.1,-8.7518,177.5121,Southern Ocean,4255.0,2469.4,31.23,9.12,1.3,24.58,6.59,8.97
7.6,-3.4793,53.0808,Baltic Sea,3956.0,1882.6,30.03,10.07,9.5,36.97,49.5,3.71
8.23,-38.2218,-145.149,Indian Ocean,7381.8,2685.8,30.41,4.71,2.73,3.08,5.9,9.93
7.96,86.6538,1.6779,Baltic Sea,7597.4,856.7,36.18,18.57,7.33,79.61,19.68,8.81
7.66,-69.6022,-37.6905,Indian Ocean,507.0,2254.1,31.29,11.16,4.0,31.02,37.27,0.42
8.06,-55.5353,33.3166,Southern Ocean,2373.4,2356.8,32.05,2.42,8.59,14.44,1.53,0.83
7.88,-12.7487,57.4659,Southern Ocean,6404.2,-296.2,30.4,15.18,3.99,93.58,2.69,8.35
8.15,-37.784,-16.6239,South Atlantic Ocean,6467.4,158.8,35.42,22.55,6.55,30.71,0.03,7.36
8.48,59.9312,50.0799,North Atlantic Ocean,2130.3,2084.1,30.85,15.66,7.22,74.68,28.35,9.46
8.23,-58.1684,-76.4448,Bering Sea,725.8,1581.9,32.33,24.84,9.67,87.67,3.01,9.07
8.01,38.6071,-166.6641,Bering Sea,10777.3,44.1,34.79,17.89,9.02,93.75,16.15,1.39
8.11,-67.343,-159.9211,South Pacific Ocean,1394.2,2106.2,30.19,15.17,1.42,39.25,23.35,9.01
8.27,-41.773,126.8269,Bering Sea,9594.0,2325.4,35.14,4.47,5.0,26.51,43.23,1.83
7.73,43.1903,-57.1669,Red Sea,3847.3,1316.0,31.64,12.77,6.63,15.15,3.08,4.96
7.64,-74.0011,159.6377,Bay of Bengal,9378.6,2903.7,36.05,3.67,7.48,54.78,30.65,8.87
8.08,73.3798,-9.8835,Baltic Sea,6880.7,640.3,32.58,1.31,7.15,93.25,29.49,5.29
8.25,-32.1469,123.4668,Norwegian Sea,544.1,2167.7,38.16,-0.62,5.08,85.85,39.4,3.12
7.92,-29.8877,-130.5981,South Atlantic Ocean,10027.3,2898.8,36.84,3.24,4.77,32.23,29.29,3.07
7.69,-47.8015,128.8618,Bay of Bengal,8475.6,-218.8,35.61,-1.35,3.29,30.43,47.2,2.77
8.14,66.8574,157.8213,North Atlantic Ocean,5105.3,1866.4,36.38,29.05,3.56,94.06,9.23,0.08
8.18,25.1867,163.5234,Bay of Bengal,6539.3,145.0,39.99,14.1,8.53,97.08,11.34,5.61
8.29,-82.0539,-71.829,North Pacific Ocean,3613.2,128.0,34.01,4.49,8.24,18.78,33.85,2.93
8.09,74.7899,78.811,Indian Ocean,1603.1,548.2,33.46,2.12,3.12,92.08,32.62,6.03
7.87,77.6844,-157.5173,Baltic Sea,633.7,2288.1,35.61,30.16,6.61,61.65,43.53,5.35
7.72,9.0516,-75.8428,Southern Ocean,5948.8,1915.2,30.74,0.03,2.21,20.82,11.65,6.24
7.54,-33.3059,-61.0922,South Pacific Ocean,1975.3,2259.8,30.72,23.66,4.57,85.02,25.67,6.34
7.9,-61.0597,75.2012,Bering Sea,3902.6,-472.3,36.1,29.06,2.26,47.27,3.16,5.67
8.27,-42.9754,-64.2396,Gulf of Mexico,3325.0,394.2,37.28,33.78,9.47,34.56,19.9,8.1
8.25,67.7534,-156.1296,Indian Ocean,4125.4,1328.7,37.47,6.41,6.84,21.75,12.13,9.34
8.44,-52.8515,-11.6292,South Pacific Ocean,1871.0,1426.5,36.74,18.65,3.97,50.19,42.61,2.93
7.52,-63.1182,-72.0119,Baltic Sea,8615.3,1622.1,37.49,7.16,3.48,87.24,19.04,9.13
7.68,-31.0741,97.6864,North Pacific Ocean,8073.6,1100.0,33.6,18.99,7.99,87.95,7.98,1.54
8.16,-35.7295,5.3683,Coral Sea,9006.6,1050.1,37.71,8.5,1.48,13.47,1.63,9.61
8.04,43.1978,-69.1289,Coral Sea,5360.1,2739.2,32.22,29.13,1.24,4.87,9.91,4.93
8.22,-20.8609,-160.3067,Arabian Sea,7740.7,1869.4,33.17,27.68,6.44,81.32,35.09,0.93
7.89,-53.3699,-101.6775,Arabian Sea,1479.9,1548.5,30.36,24.53,6.49,22.69,3.24,9.54
7.85,-64.0782,-118.8295,North Atlantic Ocean,6491.3,-268.0,38.86,18.89,7.06,82.75,42.6,0.79
8.2,-0.7657,-54.4833,South Atlantic Ocean,10275.5,2173.0,36.89,26.08,2.2,35.46,2.86,7.85
7.91,80.5764,-166.7423,Southern Ocean,3374.1,2256.1,39.25,31.46,8.08,49.91,34.7,9.16
7.76,-15.3536,-164.8597,Baltic Sea,6741.7,2990.8,33.24,0.65,8.42,63.29,16.94,1.87
7.8,-83.3788,149.336,North Pacific Ocean,2427.3,250.5,38.78,0.3,7.14,73.87,14.18,1.01
7.72,-40.7504,141.1135,Caribbean Sea,3284.9,1678.1,35.58,2.68,4.63,48.28,18.33,2.64
7.51,-30.8892,75.5747,Coral Sea,10485.4,1044.2,38.0,19.63,9.83,31.56,10.22,9.79
8.19,21.4972,79.5718,Gulf of Mexico,981.7,1612.7,35.21,6.09,4.35,75.11,26.25,7.37
8.23,66.1752,-151.7846,Gulf of Mexico,8480.0,1901.1,30.21,28.25,8.46,85.11,43.51,8.57
8.29,83.5522,-126.6917,Southern Ocean,9622.1,2035.4,34.96,2.98,8.56,91.18,47.41,2.87
7.68,-47.6866,-79.0982,Arabian Sea,6585.2,623.7,37.61,1.21,2.9,66.22,28.96,0.64
8.41,63.6595,0.1053,Red Sea,186.2,2030.0,39.7,14.04,9.25,6.31,1.4,6.06
7.83,-72.8869,125.2458,Baltic Sea,8343.0,261.8,36.14,23.99,7.33,32.31,36.35,0.0
8.39,11.45,174.2042,North Atlantic Ocean,4391.4,-490.7,37.07,24.43,7.73,14.24,13.62,9.47
7.77,-27.7585,100.4229,South Pacific Ocean,8440.4,2728.6,39.07,2.36,9.41,76.07,27.15,7.51
7.54,-68.074,-124.9297,Bay of Bengal,1410.5,2556.7,37.71,1.26,4.66,58.52,0.18,8.73
8.02,-54.9622,143.4114,Arabian Sea,6805.7,1823.1,38.35,-1.96,2.6,95.47,27.57,9.51
8.03,-41.6353,69.1897,Bay of Bengal,4102.3,2271.6,37.22,1.96,8.7,80.52,34.74,3.79
8.4,39.0834,-148.032,Arabian Sea,147.2,930.9,35.41,32.17,7.93,10.12,3.61,7.69
8.17,88.307,-57.437,Bay of Bengal,5842.3,-107.0,37.07,10.03,6.46,84.7,31.71,6.64
8.33,-84.237,109.3161,Indian Ocean,6519.4,1848.1,31.39,3.69,8.44,69.08,13.86,7.14
8.35,53.8278,134.038,South Atlantic Ocean,10186.2,2000.3,31.11,28.06,7.29,51.34,13.66,7.17
7.99,2.0428,89.4301,South Pacific Ocean,10149.5,2526.3,33.9,24.54,1.22,78.97,15.75,3.89
8.41,-69.0973,-6.6763,North Pacific Ocean,7691.1,522.0,31.3,33.79,3.14,11.12,34.71,5.07
8.22,-48.1916,178.5766,Southern Ocean,4162.6,2362.0,34.1,-0.38,6.67,8.27,5.21,8.25
7.61,-13.3515,-179.109,Coral Sea,322.1,2341.2,39.05,3.2,7.65,22.33,16.6,8.25
7.75,40.3737,-141.8983,Norwegian Sea,7880.4,-55.8,37.85,24.44,3.33,12.92,18.23,0.39
7.6,-46.647,-14.0976,South Pacific Ocean,4383.5,164.8,32.77,10.15,1.54,42.4,12.15,4.38
8.08,25.1294,75.3103,North Pacific Ocean,3394.5,344.7,39.29,19.72,1.32,91.84,23.29,5.9
7.72,-40.752,-170.2436,Norwegian Sea,3754.1,1258.4,30.7,21.02,3.41,54.07,27.69,1.07
8.44,58.4158,-25.7745,South Atlantic Ocean,864.2,86.7,35.14,3.57,6.44,93.16,45.82,6.45
8.39,-34.9682,-89.5754,Baltic Sea,2095.0,233.5,31.62,12.85,7.9,99.1,14.42,8.44
8.3,58.0489,21.6941,Bay of Bengal,7818.6,264.9,33.34,0.0,4.22,6.55,28.81,0.41
8.38,-32.0958,-66.9825,Red Sea,3844.0,34.3,33.8,9.77,4.19,0.33,16.33,9.5
8.34,8.7381,55.3254,Gulf of Mexico,585.0,-272.1,34.27,30.56,9.24,72.99,24.65,9.72
7.68,52.3635,-127.1026,Baltic Sea,3260.0,354.0,36.87,3.53,1.25,97.46,3.62,6.05
7.59,-72.6876,93.6101,South Pacific Ocean,9744.2,875.6,36.62,12.1,2.11,78.18,25.46,2.05
8.2,-59.8727,16.4471,Gulf of Mexico,9855.2,1722.5,35.34,30.48,6.45,56.89,23.72,4.03
7.84,82.1886,90.5581,Coral Sea,8301.7,-286.1,32.69,24.61,9.69,80.81,29.15,2.19
8.13,-57.3366,-4.1311,North Pacific Ocean,962.5,403.3,33.57,11.77,2.56,75.71,14.43,9.09
8.13,71.4956,-43.2516,Norwegian Sea,10138.6,873.4,31.91,21.31,3.07,36.17,25.2,3.65
8.36,2.5124,-94.5793,Bering Sea,9782.6,846.1,30.64,30.89,4.84,93.65,43.35,1.65
7.66,-70.4612,138.8254,Bering Sea,1534.8,2572.1,33.53,31.52,7.41,5.69,7.19,0.81
8.39,-4.1484,-22.778,Indian Ocean,4574.0,-43.9,35.68,9.3,3.53,20.25,49.6,3.84
7.82,10.8903,-8.8126,Caribbean Sea,5669.5,-33.7,35.25,9.96,5.73,25.58,11.94,3.71
8.39,-62.1926,9.7448,South Pacific Ocean,16.6,-147.4,36.48,22.68,5.73,16.53,13.36,6.44
7.7,47.6478,7.0929,Arabian Sea,3216.9,1021.4,32.74,9.95,5.78,70.02,48.46,6.8
7.66,-69.0137,31.3475,South Atlantic Ocean,3047.9,-405.8,34.64,11.25,7.71,65.98,16.88,5.08
8.12,-71.4493,-131.4865,Bering Sea,5882.6,-338.0,39.66,8.43,3.85,96.53,19.82,2.2
8.4,13.1886,120.117,Bering Sea,77.6,2966.7,33.51,0.83,4.35,65.01,32.94,8.89
7.99,60.0767,-56.0323,Southern Ocean,4942.6,588.5,34.38,14.38,8.18,52.19,24.35,1.37
7.58,20.6379,-125.1303,North Pacific Ocean,3631.9,1440.7,30.84,20.25,3.17,35.01,21.64,5.57
8.37,-81.6429,-118.2388,Coral Sea,6128.8,-168.0,31.41,30.28,6.81,93.08,22.94,6.6
8.0,-11.2832,-49.9325,Norwegian Sea,4109.9,1073.2,36.42,28.7,9.56,51.53,34.63,3.61
8.01,39.961,-87.1225,Gulf of Mexico,1915.6,1059.5,39.51,12.29,6.21,54.84,39.05,9.34
7.72,-42.5519,120.4754,Norwegian Sea,8414.6,2207.5,39.33,34.27,8.18,75.38,4.7,8.38
7.7,35.3685,136.4167,Caribbean Sea,1187.7,2562.9,35.58,-1.62,8.95,45.33,16.06,9.45
8.11,-19.0757,76.2829,Gulf of Mexico,6220.7,730.5,34.85,25.34,7.64,49.08,4.27,7.47
7.93,83.8839,112.2489,Bering Sea,1754.1,-21.8,39.71,21.53,1.83,29.09,49.58,8.82
7.65,-2.8647,-175.292,Gulf of Mexico,8805.6,318.0,35.56,16.27,3.18,62.62,38.53,8.72
8.48,62.9462,-149.1189,North Atlantic Ocean,5192.3,811.6,39.33,8.41,6.63,3.5,26.64,2.49
7.55,-27.2625,111.6096,Southern Ocean,7637.7,-29.3,38.23,11.24,8.32,11.73,33.98,9.28
7.54,43.1754,-10.7788,Norwegian Sea,2863.4,-6.0,35.18,-0.66,1.32,79.16,9.78,2.76
8.48,-31.2565,158.4291,Gulf of Mexico,911.6,-39.3,32.31,29.13,9.18,72.63,44.67,2.64
7.72,-38.7622,125.8172,North Pacific Ocean,3863.8,188.7,35.11,29.17,5.55,67.85,4.79,0.48
7.51,-58.4117,-58.303,North Atlantic Ocean,4693.0,573.4,37.33,6.6,5.68,9.37,45.83,7.71
7.9,25.2881,-64.5425,Coral Sea,8328.0,1832.5,37.38,30.87,5.68,8.68,31.77,6.88
7.72,-3.8207,137.7128,North Pacific Ocean,2980.2,1157.2,38.47,34.78,8.18,34.37,41.84,8.96
8.31,-25.0761,-23.4553,Gulf of Mexico,10078.6,1461.7,34.69,20.28,2.55,35.38,11.99,8.81
7.75,-80.0169,-18.3213,South Pacific Ocean,10138.3,1413.8,35.01,22.46,4.03,44.4,32.58,3.48
8.32,28.6687,12.5079,Arabian Sea,3734.5,2885.3,30.32,-0.35,5.78,73.57,30.48,8.37
8.03,33.4087,96.0316,Red Sea,2537.1,1338.4,34.24,22.55,3.36,92.76,2.6,3.44
8.31,-32.3854,-49.5291,South Pacific Ocean,8413.2,1536.7,38.12,3.94,4.42,14.12,0.89,4.73
8.11,28.6899,-29.6018,Bay of Bengal,5240.5,2184.4,36.13,22.0,6.92,47.47,43.55,7.24
8.26,68.432,-18.2892,South Atlantic Ocean,5448.2,1747.2,30.35,21.8,1.32,24.77,6.33,4.98
7.96,-27.4063,121.7279,South Atlantic Ocean,8694.3,-93.5,32.62,5.19,4.58,86.87,0.45,3.16
7.92,39.5487,-29.8554,Coral Sea,4725.6,-253.9,36.7,7.26,1.23,73.33,30.97,5.92
7.95,62.1979,119.759,South Atlantic Ocean,5495.0,-310.9,36.92,5.04,3.54,45.77,33.3,8.25
8.24,-11.2103,19.3581,Arabian Sea,8521.9,788.5,36.99,-1.93,9.75,96.28,22.53,5.82
7.94,-62.2912,36.0217,Southern Ocean,2528.6,333.9,33.81,27.38,2.12,49.84,3.41,7.04
7.79,-82.9349,49.8547,South Atlantic Ocean,10147.5,2516.5,35.94,17.93,9.73,18.74,45.73,7.42
8.31,43.169,-42.0545,Baltic Sea,6794.5,2627.9,35.4,17.88,6.79,1.2,35.28,2.48
7.91,4.0949,38.5211,Red Sea,7235.6,1061.6,38.55,0.9,1.57,18.25,5.03,7.12
7.95,-58.3469,-115.9369,North Pacific Ocean,10544.7,1300.7,31.34,18.5,2.13,99.78,32.86,6.94
7.58,-87.8631,-66.0353,South Atlantic Ocean,769.5,167.4,31.93,15.66,5.28,95.46,39.32,5.27
7.87,-13.1962,126.7876,South Atlantic Ocean,2559.6,-239.8,39.11,24.03,5.62,93.5,13.78,8.23
8.32,-12.7045,-49.0169,North Atlantic Ocean,6986.9,435.4,33.03,17.18,6.44,6.67,16.22,2.82
8.17,85.0719,-39.9891,Caribbean Sea,1405.1,374.1,37.8,28.94,3.45,15.64,36.48,0.18
7.63,-64.8443,143.909,Bay of Bengal,4384.8,1545.6,39.1,12.44,7.83,89.35,0.48,7.37
7.97,-56.4204,-57.279,South Pacific Ocean,6679.0,588.8,34.72,27.1,1.02,78.43,39.8,3.15
8.43,81.6102,53.3559,Arabian Sea,1641.0,36.3,33.9,5.37,3.3,66.5,10.81,5.39
7.73,-73.3164,160.1619,Coral Sea,4057.6,2740.7,33.79,1.94,3.15,80.46,7.58,8.11
8.33,57.0434,179.3646,Southern Ocean,5887.9,-322.0,35.1,7.88,2.01,59.05,9.55,1.37
8.06,59.2074,13.2218,South Atlantic Ocean,8177.9,1776.6,33.28,15.24,4.08,52.29,11.5,7.84
7.86,-50.3551,39.5811,Caribbean Sea,508.2,647.5,38.83,34.13,7.92,12.69,43.21,5.11
8.47,-24.885,-23.5848,Caribbean Sea,1893.9,1803.7,34.81,21.47,3.13,70.82,38.35,0.76
8.22,74.1286,89.9621,Caribbean Sea,3935.3,1069.3,30.25,-1.71,4.52,47.04,17.92,8.3
7.82,24.6984,78.9923,Arabian Sea,690.4,2918.2,33.24,25.22,4.05,97.43,10.3,8.18
7.69,61.2767,-43.006,Bay of Bengal,5601.8,94.4,33.31,-1.86,6.48,9.27,19.68,3.2
8.38,57.684,-159.7856,Arabian Sea,9196.0,47.7,37.62,14.14,5.73,53.03,10.19,4.31
